VMName,vCenter Name,Service Account used,Result
n0469l0131n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0010p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469W0041N,https://n0469a001p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0088n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0007p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0072p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0024p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0150n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0061p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0057p-PMC-BRP,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0076p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0064p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0058n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0029p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0071p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0053p-PMC-BMP,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0028p-PMC-VBP,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0036p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0020p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0044p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0140n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0026p-PMC-VBP,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0043p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0043n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0060p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0023p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0041n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0047n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0132n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0066n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0016n-PMC-VIK,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0090n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0075n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0068n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0058p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0059p-PMC-BRP,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0070n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0041p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0042p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0046p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0053n,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0020n-PMC-VJK,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
DSO_Windows2019_old,https://n0469a001p-vcsa.clarios.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
DSO_Windows2019_BeforeAugPatching,https://n0469a001p-vcsa.clarios.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
Windows2019_BeforeAugPatching,https://n0469a001p-vcsa.clarios.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ZZN0469L0055N,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Authentication Passed
ZZN0469L0056N,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Authentication Passed
ZZN0469L0060N,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Authentication Passed
N0469L0268P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0269P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0259P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0246p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0262P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
n0469l0245p,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0278N,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0261P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0248P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0256N,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0270N,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0254P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0241N,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
ZZN0469L0061N,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Authentication Passed
N0469L0247P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0275P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0260P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0255P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0269N,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0256P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0282N,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0253P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0252P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0244P,https://n0469a001p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469W0001P-APP,https://n0469a001p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
N0469W0048P,https://n0469a001p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
N0469W0021P,https://n0469a001p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
N0469W0043N,https://n0469a001p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,A general system error occurred: vix error codes = 
N0469A0031P,https://n0469a0002p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469A0032P,https://n0469a0002p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0274P,https://n0469a0002p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469L0273P,https://n0469a0002p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469A0002N,https://n0469a0002p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469A0002P-ESRS.clarios.com,https://n0469a0002p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469A0003P-VCSA,https://n0469a0002p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469A0030P,https://n0469a0002p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469A0033P,https://n0469a0002p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
N0469W0003P-IAM,https://n0469a0002p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
N0469W0004P-IAM,https://n0469a0002p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
n0469w0003n-atn,https://n0469a0002p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
n0469w0012n,https://n0469a0002p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
N0469W0001P-AAD,https://n0469a0002p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
N0469W0001P-DDM,https://n0469a0002p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
n0469w0022n,https://n0469a0002p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
n0469w0021n,https://n0469a0002p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
N0469W0001P-STO,https://n0469a0002p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
n0469w0020n,https://n0469a0002p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
n0469w0019n,https://n0469a0002p-vcsa.clarios.com:443/sdk,ap_svc_dsolclsa@clarios.com,Authentication Passed
Windows2012R2,https://n0469a0002p-vcsa.clarios.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
VMware vRealize Log Insight,https://n0469a0002p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
VxRail Manager,https://n0469a0002p-vcsa.clarios.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
