VMName,vCenter Name,Service Account used,Result
AFTCMSQLDSHBRD_1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Guest operations not ready on the VM. Please check the VMware tools installation
AFTCMTELEMDIT,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMBMCADDM,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMSYMFACT02,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMSMFA05,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCFMSQLDEV01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMSDUAA022,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMSTMGMT01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMNUCAPKI01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMADSPLA,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMDEVFS,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ACMIICSLIFT1P1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMCDF01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
TEST1132344,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCSEMPMGMT01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMSARS022,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ACMINFOSECAGT02N,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
AFTCMISERMON02,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMNOCQCA02,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMEXTIWSSLD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMNFCIWSSLD-oLD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
AFTCMTRUSVR2,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCNMHEXTZTSO03,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
zztest2210,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Guest operations not ready on the VM. Please check the VMware tools installation
AFTCMDEVEXSQL01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ZZTESTNDC2016,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
zztest1910,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Guest operations not ready on the VM. Please check the VMware tools installation
AFTCMDEVIS,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMCARKRDS01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMNOCQCDB01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMISERDR01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMDLRCRM,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMRDSCAL2K19,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMSYMFACT01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCNFCDC2202,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
zztest1210,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMDESKA-TEMP,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
AFTCMDEVVS,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMGDRPR,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
zztest2211,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMNOCQCA01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCNUVZTSO01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMHYPJUMP01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMKACEMIDSRV,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMNFCIWSSLD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCGLBDZTSO04,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMFOPDC01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMHYGIRIS01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMSOPHOS01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,A general system error occurred: vix error codes = 
ACMINFOSECAGT02,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
AFTCMEXTTPKI03,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
zztest1611,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMARSSQL01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
HYGLNXTCPLM01_21March,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Guest operations not ready on the VM. Please check the VMware tools installation
AFTCMPAM01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
HYGLNXFTCVBKP,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
zztest1211,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMDEVMES01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCHYZTSO02,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMLMCADDM,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMTEST01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
zztest1911,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMSQL03,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
AFTCMIDMCFILET,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCINFOB2B,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
Template-FTC-W2K19-STD-Old,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
2019Template,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,A general system error occurred: vix error codes = 
Template-NDC-W2K16-STD-Old,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
Win2k22,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
Template-FTC-WK22-STD-Old,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
TEMP_WIN10,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
Template-FTC-W2K19-STDCopy-Old,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
Template-W2K8R2,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
DEVEXsql01-2012,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
Template-FTC-W2K12-STD__OLD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
Blank_Win2K12R2,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
dlr1-internal-network-0,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
hygcldftcnsx01-cntrl3,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
hyg-ftc-esg1-0,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
hyg-ftc-esg2-1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
hygcldftcnsx01-cntrl2,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
ndc-test1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
dlr1-internal-network-1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
hygcldftcnsx01-cntrl1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
hyg-ftc-esg2-0,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
hyg-ftc-esg1-1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
CPMDEV01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ACMINFOSECAGP,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
NA9HYBAP01P,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AGMDEV02,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
NA9HYBAP02P,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMGLCAPKI,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
NA9HYBAP01D,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ACMQLOGD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ACMMPCDV,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ACMMDMSQLD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMAUDAPP,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
NA9HYBAP02D,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMWINEVNCOL,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMSMFA01_Do not power on,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ACMCG8APP,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCTM1Client,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,undefined    VMTool status: guestToolsNotRunning 
ACMGDCDEV,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMEXTTPKI02,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ACMWOMTST2,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
APMWHP01N,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ACMAMSQLP1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
APMWHP02,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ACMAMWEBP1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,A general system error occurred: vix error codes = 
AFTCMGDPJUMP,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,https://hygcldftcvc01.dellcldmgmt.com:443/sdk invocation failed with "java.net.SocketTimeoutException: Read timed out" 
ACMHONP2,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ACMTM1WD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Guest operations not ready on the VM. Please check the VMware tools installation
ACMMPCUT,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AAMSDOC64,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ACMCG8DEV,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMNUCAPKI,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMSPS05,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMWGCAP,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMCDVAPP,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
Blank-Win2K12R2,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ACMOTSQLDV,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ICI-HYG-FTC2,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ACMOTWBDV,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ICI-HYG-FTC4,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ACMOTINVPROD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ACMOTSQLPROD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ACMOTarcdv1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ICI-HYG-FTC3,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ACMOTICCDV,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
test,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ACMOTWBVPROD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ACMOTARCPROD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
AFTCMSHRGATE2,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
AFTCMSHRGATE1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
AFTCMPURGTWYPRD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMAZRGTWYPRD,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMAZRGTWYTST,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMAZRGTWYDEV,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMW10HS,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
AFTCMSPW10,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
DSOVROCLT01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
zztestdso01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
DSOCMAPUP01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
DSOPRXYPD02,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
HYGMOXPRXP02,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
DSOVROSRV01-Clone,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Guest operations not ready on the VM. Please check the VMware tools installation
HYGMOXPRXP01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
DSOCMAPUP02,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
DSOVROSRV01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
DSOPRXYPD01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
DSOPRXYPD03,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
HYGFTCTESTTEMPLATE,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Failed to authenticate with the guest operating system using the supplied credentials. 
ZZRHELSH01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Authentication Passed
ZZRHEL8TEST8,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Authentication Passed
ZZ2023MARCH,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ZZW2K2201,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ZZWIN2019JMP,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Guest operations not ready on the VM. Please check the VMware tools installation
ZZTEST2012DSO,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ZZWIN2022JMP,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Guest operations not ready on the VM. Please check the VMware tools installation
ZZORACLELINUX7,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Guest operations not ready on the VM. Please check the VMware tools installation
DSOTESTSQL01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
ZZLINUX8,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Authentication Passed
ZZ2023MARNEW,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ZZRHEL8TEST1,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Authentication Passed
ZZ2022DSOTEST,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ZZWIN2012R2JMP,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
LINUXCMATESTMAR,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Authentication Passed
ZZUATWINDOWS2,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
TEST1DEVWTC,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
AFTCMTESTJMPDSO,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Authentication Passed
TEST SERVER VK,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,svc_dsolclsa@global.nmhg.corp,Failed to authenticate with the guest operating system using the supplied credentials. 
ZZTESTJUMP2803,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Guest operations not ready on the VM. Please check the VMware tools installation
LINUX-TEST-CMA,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Authentication Passed
ZZLINUXNTT2,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Authentication Passed
ZZ2023VAIB01,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,,Timeout waiting for getting VM Guest Family on a running OS 
ZZTESTPUP003,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Authentication Passed
ZZTESTORACLE8,https://hygcldftcvc01.dellcldmgmt.com:443/sdk,root,Authentication Passed
